C. Demografía y Población
Padrón municipal
Características de la población a 1 de enero
Nivel de estudios
"1.1.6.2. Población de 25 y más años clasificada por Nivel de estudios según Distrito y Grupo de edad, para cada Sexo"
;;;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Ambos sexos;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Hombres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres;Mujeres
1 de enero de 2017;11. Carabanchel;30 a 34 años;16.086;31;300;1.329;5.800;836;793;2.477;343;994;250;2.110;187;606;30;7.694;15;177;723;2.894;427;459;1.232;140;253;172;860;90;232;20;8.392;16;123;606;2.906;409;334;1.245;203;741;78;1.250;97;374;10
1 de enero de 2017;11. Carabanchel;35 a 39 años;19.742;34;226;1.422;6.640;1.040;1.014;3.487;557;1.321;374;2.775;293;556;3;9.374;20;110;707;3.387;569;544;1.724;217;397;249;1.077;145;225;3;10.368;14;116;715;3.253;471;470;1.763;340;924;125;1.698;148;331;0
1 de enero de 2017;11. Carabanchel;40 a 44 años;22.491;52;245;1.543;6.606;1.267;1.473;3.912;664;1.638;626;3.690;194;577;4;10.923;16;124;819;3.472;672;788;1.959;264;511;414;1.543;94;244;3;11.568;36;121;724;3.134;595;685;1.953;400;1.127;212;2.147;100;333;1
1 de enero de 2017;11. Carabanchel;45 a 49 años;20.689;57;319;1.607;6.555;1.505;1.532;3.553;445;1.279;343;2.930;107;451;6;10.144;28;155;833;3.346;797;891;1.713;178;418;265;1.263;53;202;2;10.545;29;164;774;3.209;708;641;1.840;267;861;78;1.667;54;249;4
1 de enero de 2017;11. Carabanchel;50 a 54 años;18.261;71;383;1.721;6.026;1.467;1.196;3.441;330;953;238;1.972;69;366;28;8.575;27;176;845;3.008;664;652;1.580;110;287;202;813;36;162;13;9.686;44;207;876;3.018;803;544;1.861;220;666;36;1.159;33;204;15
1 de enero de 2017;11. Carabanchel;55 a 59 años;15.079;72;426;2.093;5.072;870;613;3.050;229;788;167;1.328;45;295;31;6.955;22;192;914;2.359;386;369;1.434;84;244;136;633;26;144;12;8.124;50;234;1.179;2.713;484;244;1.616;145;544;31;695;19;151;19
1 de enero de 2017;11. Carabanchel;60 a 64 años;11.648;62;497;2.490;4.057;456;307;1.984;136;535;110;808;23;156;27;5.180;23;214;1.049;1.630;191;235;1.007;44;193;90;399;11;78;16;6.468;39;283;1.441;2.427;265;72;977;92;342;20;409;12;78;11
1 de enero de 2017;11. Carabanchel;65 a 69 años;10.657;76;784;3.403;3.482;390;250;1.125;70;416;119;421;21;74;26;4.519;28;276;1.306;1.344;175;193;600;25;163;102;232;16;46;13;6.138;48;508;2.097;2.138;215;57;525;45;253;17;189;5;28;13
1 de enero de 2017;11. Carabanchel;70 a 74 años;10.414;114;1.303;4.002;3.009;291;234;679;47;279;110;265;9;53;19;4.265;29;409;1.495;1.169;156;187;378;22;103;101;170;6;33;7;6.149;85;894;2.507;1.840;135;47;301;25;176;9;95;3;20;12
1 de enero de 2017;11. Carabanchel;75 a 79 años;9.157;151;1.827;3.771;2.066;212;157;479;22;199;64;144;8;30;27;3.625;25;574;1.350;868;131;127;279;11;78;56;89;6;20;11;5.532;126;1.253;2.421;1.198;81;30;200;11;121;8;55;2;10;16
1 de enero de 2017;11. Carabanchel;80 a 84 años;9.185;205;2.364;3.972;1.607;138;101;367;24;161;44;130;2;21;49;3.489;22;726;1.433;717;92;76;197;4;61;43;81;0;16;21;5.696;183;1.638;2.539;890;46;25;170;20;100;1;49;2;5;28
1 de enero de 2017;11. Carabanchel;85 a 89 años;5.910;143;1.925;2.478;821;61;50;176;13;101;26;58;2;15;41;1.969;18;574;816;297;33;38;70;2;37;23;39;2;10;10;3.941;125;1.351;1.662;524;28;12;106;11;64;3;19;0;5;31
1 de enero de 2017;11. Carabanchel;90 a 94 años;2.419;58;877;1.032;287;21;20;61;5;14;7;17;2;3;15;709;5;215;302;109;13;15;22;1;4;7;5;2;3;6;1.710;53;662;730;178;8;5;39;4;10;0;12;0;0;9
1 de enero de 2017;11. Carabanchel;95 a 99 años;576;16;222;233;64;3;3;14;0;13;0;4;0;0;4;134;1;38;58;23;3;2;3;0;2;0;2;0;0;2;442;15;184;175;41;0;1;11;0;11;0;2;0;0;2
1 de enero de 2017;11. Carabanchel;100 y más años;86;12;39;24;6;0;0;2;0;0;0;0;0;0;3;17;1;8;3;4;0;0;1;0;0;0;0;0;0;0;69;11;31;21;2;0;0;1;0;0;0;0;0;0;3
1 de enero de 2017;12. Usera;Total;100.719;1.090;8.461;20.312;33.573;5.323;3.849;12.708;1.528;3.689;1.055;7.119;530;1.406;76;46.095;256;3.086;8.817;16.306;2.693;2.155;6.238;582;1.177;810;3.020;268;644;43;54.624;834;5.375;11.495;17.267;2.630;1.694;6.470;946;2.512;245;4.099;262;762;33
1 de enero de 2017;12. Usera;25 a 29 años;7.880;56;441;916;2.989;508;296;1.180;87;229;49;875;47;195;12;3.746;33;287;465;1.449;244;145;556;40;61;39;323;21;74;9;4.134;23;154;451;1.540;264;151;624;47;168;10;552;26;121;3
1 de enero de 2017;12. Usera;30 a 34 años;8.858;24;204;1.120;3.763;496;347;1.189;143;381;110;760;76;241;4;4.297;13;113;587;1.851;273;190;597;55;109;73;298;34;101;3;4.561;11;91;533;1.912;223;157;592;88;272;37;462;42;140;1
1 de enero de 2017;12. Usera;35 a 39 años;10.775;22;170;1.207;4.242;578;407;1.736;297;546;164;1.042;146;218;0;5.185;11;77;636;2.131;288;220;829;98;158;117;453;73;94;0;5.590;11;93;571;2.111;290;187;907;199;388;47;589;73;124;0
1 de enero de 2017;12. Usera;40 a 44 años;12.495;37;240;1.362;4.513;727;696;1.962;342;703;234;1.345;98;233;3;6.092;14;121;712;2.378;368;356;962;122;208;158;532;51;108;2;6.403;23;119;650;2.135;359;340;1.000;220;495;76;813;47;125;1
1 de enero de 2017;12. Usera;45 a 49 años;11.778;42;273;1.494;4.197;885;755;1.776;245;514;161;1.210;51;174;1;5.782;23;151;781;2.118;452;391;865;106;153;123;515;22;81;1;5.996;19;122;713;2.079;433;364;911;139;361;38;695;29;93;0
1 de enero de 2017;12. Usera;50 a 54 años;10.398;46;272;1.434;3.729;940;611;1.689;179;428;83;828;32;127;0;4.958;15;115;714;1.867;446;322;751;69;152;72;356;14;65;0;5.440;31;157;720;1.862;494;289;938;110;276;11;472;18;62;0
1 de enero de 2017;12. Usera;55 a 59 años;8.444;55;288;1.696;3.114;508;305;1.368;111;316;73;479;25;101;5;4.042;17;131;768;1.489;247;190;688;43;114;62;223;17;51;2;4.402;38;157;928;1.625;261;115;680;68;202;11;256;8;50;3
1 de enero de 2017;12. Usera;60 a 64 años;6.228;72;423;1.726;2.190;238;123;842;54;172;38;259;23;54;14;2.847;21;166;745;973;110;82;448;19;66;36;128;14;29;10;3.381;51;257;981;1.217;128;41;394;35;106;2;131;9;25;4
1 de enero de 2017;12. Usera;65 a 69 años;5.144;82;640;1.784;1.573;141;111;409;34;137;55;140;9;25;4;2.233;18;224;729;652;71;90;237;14;46;47;80;4;18;3;2.911;64;416;1.055;921;70;21;172;20;91;8;60;5;7;1
1 de enero de 2017;12. Usera;70 a 74 años;4.732;100;859;1.873;1.259;101;63;212;13;93;38;93;8;12;8;1.967;26;297;708;552;59;53;120;8;38;36;54;5;7;4;2.765;74;562;1.165;707;42;10;92;5;55;2;39;3;5;4
1 de enero de 2017;12. Usera;75 a 79 años;4.184;151;1.104;1.689;799;78;58;143;9;61;27;41;7;10;7;1.584;24;346;605;336;51;46;83;5;23;26;24;7;6;2;2.600;127;758;1.084;463;27;12;60;4;38;1;17;0;4;5
1 de enero de 2017;12. Usera;80 a 84 años;4.930;176;1.624;2.035;722;79;49;116;6;64;9;28;5;13;4;1.798;19;516;721;315;50;48;62;2;28;7;18;3;7;2;3.132;157;1.108;1.314;407;29;1;54;4;36;2;10;2;6;2
1 de enero de 2017;12. Usera;85 a 89 años;3.296;155;1.255;1.363;335;36;19;59;6;34;9;13;2;3;7;1.124;17;369;480;137;28;16;30;0;18;9;11;2;3;4;2.172;138;886;883;198;8;3;29;6;16;0;2;0;0;3
1 de enero de 2017;12. Usera;90 a 94 años;1.270;54;537;495;120;7;5;24;2;10;4;6;1;0;5;372;4;147;138;52;5;3;9;1;2;4;5;1;0;1;898;50;390;357;68;2;2;15;1;8;0;1;0;0;4
1 de enero de 2017;12. Usera;95 a 99 años;277;17;118;108;23;1;4;3;0;1;1;0;0;0;1;63;1;25;26;4;1;3;1;0;1;1;0;0;0;0;214;16;93;82;19;0;1;2;0;0;0;0;0;0;1
1 de enero de 2017;12. Usera;100 y más años;30;1;13;10;5;0;0;0;0;0;0;0;0;0;1;5;0;1;2;2;0;0;0;0;0;0;0;0;0;0;25;1;12;8;3;0;0;0;0;0;0;0;0;0;1
1 de enero de 2017;13. Puente de Vallecas;Total;173.140;2.399;17.943;34.764;55.255;9.759;6.640;22.184;2.351;5.648;1.461;11.552;758;2.192;234;80.017;626;6.712;15.595;27.331;5.005;3.827;10.774;875;1.771;1.088;4.950;358;988;117;93.123;1.773;11.231;19.169;27.924;4.754;2.813;11.410;1.476;3.877;373;6.602;400;1.204;117
1 de enero de 2017;13. Puente de Vallecas;25 a 29 años;14.442;189;1.109;1.467;4.681;1.113;666;2.380;154;435;129;1.694;58;339;28;7.192;110;690;800;2.370;613;343;1.169;54;115;89;651;26;138;24;7.250;79;419;667;2.311;500;323;1.211;100;320;40;1.043;32;201;4
1 de enero de 2017;13. Puente de Vallecas;30 a 34 años;15.663;42;554;1.783;6.095;994;667;2.282;281;715;216;1.462;134;427;11;7.699;28;330;982;3.098;493;363;1.152;105;194;144;559;54;188;9;7.964;14;224;801;2.997;501;304;1.130;176;521;72;903;80;239;2
1 de enero de 2017;13. Puente de Vallecas;35 a 39 años;17.285;51;355;1.741;6.631;1.170;720;2.961;488;785;215;1.663;202;303;0;8.583;22;184;966;3.502;612;368;1.446;192;227;152;681;95;136;0;8.702;29;171;775;3.129;558;352;1.515;296;558;63;982;107;167;0
1 de enero de 2017;13. Puente de Vallecas;40 a 44 años;17.959;66;450;1.991;6.582;1.230;1.014;2.878;467;870;268;1.728;151;259;5;8.944;36;229;1.070;3.497;625;520;1.395;166;283;183;758;78;100;4;9.015;30;221;921;3.085;605;494;1.483;301;587;85;970;73;159;1
1 de enero de 2017;13. Puente de Vallecas;45 a 49 años;18.301;84;465;2.168;6.740;1.566;1.175;2.900;340;743;198;1.582;75;257;8;8.843;38;238;1.117;3.354;810;641;1.334;126;241;152;646;36;109;1;9.458;46;227;1.051;3.386;756;534;1.566;214;502;46;936;39;148;7
1 de enero de 2017;13. Puente de Vallecas;50 a 54 años;19.163;103;539;2.550;7.057;1.673;1.105;3.296;256;667;143;1.475;48;226;25;9.007;34;243;1.244;3.414;821;633;1.451;111;204;109;610;16;105;12;10.156;69;296;1.306;3.643;852;472;1.845;145;463;34;865;32;121;13
1 de enero de 2017;13. Puente de Vallecas;55 a 59 años;16.669;99;713;3.333;6.114;927;619;2.707;168;608;106;997;40;196;42;7.888;37;283;1.485;2.952;421;422;1.304;59;202;95;500;23;90;15;8.781;62;430;1.848;3.162;506;197;1.403;109;406;11;497;17;106;27
1 de enero de 2017;13. Puente de Vallecas;60 a 64 años;11.714;109;961;3.420;3.950;448;254;1.469;90;317;69;491;19;95;22;5.458;36;374;1.461;1.834;231;187;785;22;125;64;265;9;55;10;6.256;73;587;1.959;2.116;217;67;684;68;192;5;226;10;40;12
1 de enero de 2017;13. Puente de Vallecas;65 a 69 años;9.333;144;1.355;3.590;2.654;272;152;575;52;176;47;231;16;48;21;4.145;36;458;1.536;1.181;138;122;342;23;66;43;143;10;36;11;5.188;108;897;2.054;1.473;134;30;233;29;110;4;88;6;12;10
1 de enero de 2017;13. Puente de Vallecas;70 a 74 años;8.335;198;1.884;3.505;1.874;148;86;314;23;123;31;106;8;16;19;3.543;45;653;1.513;836;92;64;176;3;47;26;64;7;10;7;4.792;153;1.231;1.992;1.038;56;22;138;20;76;5;42;1;6;12
1 de enero de 2017;13. Puente de Vallecas;75 a 79 años;7.758;308;2.581;3.036;1.258;87;76;206;17;93;14;54;2;12;14;2.978;58;845;1.171;563;62;70;105;8;34;12;33;1;8;8;4.780;250;1.736;1.865;695;25;6;101;9;59;2;21;1;4;6
1 de enero de 2017;13. Puente de Vallecas;80 a 84 años;8.405;470;3.298;3.241;953;83;64;133;7;67;15;38;5;10;21;3.133;71;1.109;1.236;448;57;56;76;2;21;13;24;3;9;8;5.272;399;2.189;2.005;505;26;8;57;5;46;2;14;2;1;13
1 de enero de 2017;13. Puente de Vallecas;85 a 89 años;5.583;370;2.506;2.035;472;34;34;54;5;35;4;22;0;2;10;1.880;54;790;728;197;22;30;26;3;7;4;10;0;2;7;3.703;316;1.716;1.307;275;12;4;28;2;28;0;12;0;0;3
1 de enero de 2017;13. Puente de Vallecas;90 a 94 años;2.088;129;954;763;161;11;8;29;3;10;6;6;0;2;6;627;21;248;249;69;5;8;13;1;4;2;4;0;2;1;1.461;108;706;514;92;6;0;16;2;6;4;2;0;0;5
1 de enero de 2017;13. Puente de Vallecas;95 a 99 años;387;33;191;127;27;3;0;0;0;3;0;2;0;0;1;90;0;35;35;15;3;0;0;0;1;0;1;0;0;0;297;33;156;92;12;0;0;0;0;2;0;1;0;0;1
1 de enero de 2017;13. Puente de Vallecas;100 y más años;55;4;28;14;6;0;0;0;0;1;0;1;0;0;1;7;0;3;2;1;0;0;0;0;0;0;1;0;0;0;48;4;25;12;5;0;0;0;0;1;0;0;0;0;1
1 de enero de 2017;14. Moratalaz;Total;73.813;548;4.399;11.074;17.318;3.411;3.419;12.263;1.119;4.717;1.539;11.102;447;2.349;108;32.829;166;1.399;4.112;7.688;1.742;2.065;6.050;387;1.482;1.238;5.085;240;1.123;52;40.984;382;3.000;6.962;9.630;1.669;1.354;6.213;732;3.235;301;6.017;207;1.226;56
1 de enero de 2017;14. Moratalaz;25 a 29 años;4.894;32;169;165;1.077;292;245;1.065;52;230;50;1.198;36;275;8;2.435;23;112;94;604;162;132;571;18;51;37;498;16;112;5;2.459;9;57;71;473;130;113;494;34;179;13;700;20;163;3
1 de enero de 2017;14. Moratalaz;30 a 34 años;5.090;10;76;267;1.181;276;280;883;100;462;102;1.060;71;316;6;2.496;6;38;169;628;144;173;476;37;119;77;467;31;127;4;2.594;4;38;98;553;132;107;407;63;343;25;593;40;189;2
1 de enero de 2017;14. Moratalaz;35 a 39 años;5.683;21;58;177;1.320;293;294;1.062;164;461;161;1.324;108;240;0;2.763;11;28;80;692;157;156;595;76;124;112;564;55;113;0;2.920;10;30;97;628;136;138;467;88;337;49;760;53;127;0
1 de enero de 2017;14. Moratalaz;40 a 44 años;6.257;32;81;240;1.314;312;362;1.171;181;505;184;1.536;75;263;1;2.960;18;34;132;683;173;207;585;52;157;126;654;38;100;1;3.297;14;47;108;631;139;155;586;129;348;58;882;37;163;0
1 de enero de 2017;14. Moratalaz;45 a 49 años;7.418;25;90;366;1.597;481;547;1.387;166;581;195;1.629;43;307;4;3.459;9;38;189;791;254;326;638;59;176;143;672;27;134;3;3.959;16;52;177;806;227;221;749;107;405;52;957;16;173;1
1 de enero de 2017;14. Moratalaz;50 a 54 años;7.930;40;94;478;1.735;589;580;1.667;153;586;163;1.481;38;318;8;3.639;23;41;234;818;299;302;756;48;168;127;632;24;162;5;4.291;17;53;244;917;290;278;911;105;418;36;849;14;156;3
1 de enero de 2017;14. Moratalaz;55 a 59 años;6.904;37;100;637;1.672;356;361;1.560;116;556;133;1.072;25;270;9;3.198;11;40;304;766;147;220;718;34;178;114;519;13;131;3;3.706;26;60;333;906;209;141;842;82;378;19;553;12;139;6
1 de enero de 2017;14. Moratalaz;60 a 64 años;5.244;31;155;815;1.411;208;154;1.190;75;314;71;659;16;133;12;2.320;14;58;325;551;84;91;561;26;120;56;338;10;80;6;2.924;17;97;490;860;124;63;629;49;194;15;321;6;53;6
1 de enero de 2017;14. Moratalaz;65 a 69 años;4.872;25;259;1.116;1.492;170;160;698;39;272;107;427;18;75;14;2.032;3;85;393;500;71;114;338;13;93;97;257;13;48;7;2.840;22;174;723;992;99;46;360;26;179;10;170;5;27;7
1 de enero de 2017;14. Moratalaz;70 a 74 años;5.327;41;465;1.508;1.572;151;148;628;31;269;117;327;8;53;9;2.159;7;142;494;548;76;105;314;8;96;108;213;5;38;5;3.168;34;323;1.014;1.024;75;43;314;23;173;9;114;3;15;4
1 de enero de 2017;14. Moratalaz;75 a 79 años;5.115;78;692;1.690;1.317;138;138;430;19;201;139;199;6;55;13;1.995;16;191;523;462;77;114;204;9;83;132;134;5;41;4;3.120;62;501;1.167;855;61;24;226;10;118;7;65;1;14;9
1 de enero de 2017;14. Moratalaz;80 a 84 años;4.994;89;981;1.962;988;96;96;340;15;169;88;130;2;27;11;1.995;16;290;667;388;60;79;207;2;76;82;96;2;25;5;2.999;73;691;1.295;600;36;17;133;13;93;6;34;0;2;6
1 de enero de 2017;14. Moratalaz;85 a 89 años;2.877;57;772;1.181;469;38;43;136;6;79;23;48;1;15;9;1.042;4;218;382;203;30;35;68;4;33;21;32;1;10;1;1.835;53;554;799;266;8;8;68;2;46;2;16;0;5;8
1 de enero de 2017;14. Moratalaz;90 a 94 años;966;21;317;383;145;10;11;37;2;20;5;9;0;2;4;291;3;73;110;45;8;11;16;1;7;5;7;0;2;3;675;18;244;273;100;2;0;21;1;13;0;2;0;0;1
1 de enero de 2017;14. Moratalaz;95 a 99 años;200;7;69;77;24;1;0;8;0;10;1;3;0;0;0;38;1;10;14;6;0;0;3;0;1;1;2;0;0;0;162;6;59;63;18;1;0;5;0;9;0;1;0;0;0
1 de enero de 2017;14. Moratalaz;100 y más años;42;2;21;12;4;0;0;1;0;2;0;0;0;0;0;7;1;1;2;3;0;0;0;0;0;0;0;0;0;0;35;1;20;10;1;0;0;1;0;2;0;0;0;0;0
1 de enero de 2017;15. Ciudad Lineal;Total;166.989;749;7.542;21.691;39.585;6.410;6.144;27.612;3.380;10.301;3.327;30.734;1.327;7.837;350;73.219;236;2.328;7.830;17.203;3.182;3.504;13.021;1.165;3.201;2.587;14.366;711;3.734;151;93.770;513;5.214;13.861;22.382;3.228;2.640;14.591;2.215;7.100;740;16.368;616;4.103;199
1 de enero de 2017;15. Ciudad Lineal;25 a 29 años;12.064;38;171;402;2.906;599;607;2.470;165;526;169;3.187;113;700;11;5.749;25;110;237;1.427;347;353;1.325;65;135;119;1.288;53;257;8;6.315;13;61;165;1.479;252;254;1.145;100;391;50;1.899;60;443;3
1 de enero de 2017;15. Ciudad Lineal;30 a 34 años;13.896;16;86;521;3.517;621;665;2.256;341;952;341;3.318;202;1.050;10;6.594;9;53;264;1.725;342;399;1.180;142;254;238;1.453;88;441;6;7.302;7;33;257;1.792;279;266;1.076;199;698;103;1.865;114;609;4
1 de enero de 2017;15. Ciudad Lineal;35 a 39 años;15.680;20;73;533;3.899;619;589;2.707;526;1.125;387;3.866;267;1.066;3;7.548;7;33;271;1.978;318;326;1.429;215;338;266;1.778;137;450;2;8.132;13;40;262;1.921;301;263;1.278;311;787;121;2.088;130;616;1
1 de enero de 2017;15. Ciudad Lineal;40 a 44 años;16.208;35;87;592;3.579;666;703;2.742;550;1.132;421;4.447;205;1.047;2;7.762;16;49;286;1.857;372;368;1.435;192;362;276;1.962;112;474;1;8.446;19;38;306;1.722;294;335;1.307;358;770;145;2.485;93;573;1
1 de enero de 2017;15. Ciudad Lineal;45 a 49 años;16.284;38;129;688;3.622;836;874;2.881;528;1.234;374;3.985;162;929;4;7.455;16;52;326;1.737;431;431;1.366;184;404;276;1.714;82;432;4;8.829;22;77;362;1.885;405;443;1.515;344;830;98;2.271;80;497;0
1 de enero de 2017;15. Ciudad Lineal;50 a 54 años;16.662;57;144;885;3.594;961;898;3.478;438;1.156;301;3.735;98;901;16;7.466;27;59;394;1.665;412;459;1.561;140;364;246;1.659;52;420;8;9.196;30;85;491;1.929;549;439;1.917;298;792;55;2.076;46;481;8
1 de enero de 2017;15. Ciudad Lineal;55 a 59 años;15.058;62;172;1.200;3.663;665;526;3.470;288;1.105;248;2.762;74;783;40;6.659;27;69;495;1.599;254;293;1.536;81;373;196;1.301;44;375;16;8.399;35;103;705;2.064;411;233;1.934;207;732;52;1.461;30;408;24
1 de enero de 2017;15. Ciudad Lineal;60 a 64 años;11.856;56;262;1.552;3.164;379;329;2.465;190;850;204;1.874;52;441;38;5.084;26;106;601;1.195;157;194;1.089;51;279;172;937;26;233;18;6.772;30;156;951;1.969;222;135;1.376;139;571;32;937;26;208;20
1 de enero de 2017;15. Ciudad Lineal;65 a 69 años;10.800;41;490;2.271;2.966;334;240;1.690;143;680;262;1.310;45;287;41;4.590;11;173;849;1.014;150;167;722;35;209;231;795;34;182;18;6.210;30;317;1.422;1.952;184;73;968;108;471;31;515;11;105;23
1 de enero de 2017;15. Ciudad Lineal;70 a 74 años;10.497;50;767;2.878;2.802;238;239;1.221;97;578;245;1.026;41;267;48;4.256;12;224;1.005;949;123;170;467;27;173;224;651;30;181;20;6.241;38;543;1.873;1.853;115;69;754;70;405;21;375;11;86;28
1 de enero de 2017;15. Ciudad Lineal;75 a 79 años;9.051;80;1.115;2.947;2.230;202;206;907;48;366;156;582;24;161;27;3.493;24;319;933;768;115;155;363;14;114;138;395;20;126;9;5.558;56;796;2.014;1.462;87;51;544;34;252;18;187;4;35;18
1 de enero de 2017;15. Ciudad Lineal;80 a 84 años;9.396;108;1.728;3.503;1.941;161;133;743;34;336;121;374;26;131;57;3.486;18;515;1.110;692;98;95;305;8;121;118;262;19;104;21;5.910;90;1.213;2.393;1.249;63;38;438;26;215;3;112;7;27;36
1 de enero de 2017;15. Ciudad Lineal;85 a 89 años;6.387;109;1.494;2.452;1.168;94;100;398;22;177;70;204;17;55;27;2.195;13;393;758;420;52;68;172;9;52;62;128;13;46;9;4.192;96;1.101;1.694;748;42;32;226;13;125;8;76;4;9;18
1 de enero de 2017;15. Ciudad Lineal;90 a 94 años;2.537;29;648;1.016;448;28;29;152;6;65;25;54;1;16;20;753;4;144;251;159;9;22;64;1;19;23;37;1;12;7;1.784;25;504;765;289;19;7;88;5;46;2;17;0;4;13
1 de enero de 2017;15. Ciudad Lineal;95 a 99 años;526;5;152;213;74;5;5;30;3;19;2;10;0;2;6;120;1;28;45;17;2;3;7;1;4;2;6;0;0;4;406;4;124;168;57;3;2;23;2;15;0;4;0;2;2
1 de enero de 2017;15. Ciudad Lineal;100 y más años;87;5;24;38;12;2;1;2;1;0;1;0;0;1;0;9;0;1;5;1;0;1;0;0;0;0;0;0;1;0;78;5;23;33;11;2;0;2;1;0;1;0;0;0;0
1 de enero de 2017;16. Hortaleza;Total;133.864;531;5.434;14.345;25.019;4.922;5.506;21.727;2.991;8.957;3.486;31.682;1.228;7.910;126;61.820;171;1.825;5.551;11.387;2.459;3.291;10.697;1.037;3.004;2.697;15.110;715;3.816;60;72.044;360;3.609;8.794;13.632;2.463;2.215;11.030;1.954;5.953;789;16.572;513;4.094;66
1 de enero de 2017;16. Hortaleza;25 a 29 años;8.927;31;220;292;1.588;437;475;2.000;119;403;132;2.656;57;509;8;4.344;17;140;167;855;229;279;1.102;42;104;89;1.114;23;175;8;4.583;14;80;125;733;208;196;898;77;299;43;1.542;34;334;0
1 de enero de 2017;16. Hortaleza;30 a 34 años;11.278;10;82;327;1.801;448;585;1.735;254;929;395;3.493;170;1.039;10;5.391;5;46;175;978;257;358;949;90;254;268;1.498;94;412;7;5.887;5;36;152;823;191;227;786;164;675;127;1.995;76;627;3
1 de enero de 2017;16. Hortaleza;35 a 39 años;14.955;14;45;275;1.912;512;611;2.442;472;1.303;559;5.218;265;1.324;3;7.210;7;22;144;1.031;291;335;1.332;197;420;395;2.321;149;565;1;7.745;7;23;131;881;221;276;1.110;275;883;164;2.897;116;759;2
1 de enero de 2017;16. Hortaleza;40 a 44 años;16.339;23;74;331;2.089;535;737;2.429;549;1.383;595;6.011;220;1.360;3;7.941;13;34;181;1.158;296;418;1.268;199;475;408;2.733;123;634;1;8.398;10;40;150;931;239;319;1.161;350;908;187;3.278;97;726;2
1 de enero de 2017;16. Hortaleza;45 a 49 años;14.516;32;83;447;2.191;691;852;2.400;523;1.147;426;4.481;183;1.057;3;6.943;16;34;231;1.113;344;461;1.149;177;392;318;2.082;99;526;1;7.573;16;49;216;1.078;347;391;1.251;346;755;108;2.399;84;531;2
1 de enero de 2017;16. Hortaleza;50 a 54 años;13.513;33;119;563;2.322;705;782;2.753;367;1.037;282;3.486;125;934;5;6.333;19;52;279;1.124;311;409;1.217;113;347;231;1.677;78;474;2;7.180;14;67;284;1.198;394;373;1.536;254;690;51;1.809;47;460;3
1 de enero de 2017;16. Hortaleza;55 a 59 años;11.490;34;140;821;2.505;506;447;2.575;253;792;236;2.396;72;704;9;5.493;21;70;370;1.117;189;281;1.207;65;285;194;1.260;52;379;3;5.997;13;70;451;1.388;317;166;1.368;188;507;42;1.136;20;325;6
1 de enero de 2017;16. Hortaleza;60 a 64 años;9.102;26;227;1.101;2.250;335;258;1.970;169;613;182;1.510;43;404;14;4.137;16;93;448;857;134;152;885;58;210;158;852;30;235;9;4.965;10;134;653;1.393;201;106;1.085;111;403;24;658;13;169;5
1 de enero de 2017;16. Hortaleza;65 a 69 años;8.890;28;382;1.758;2.633;257;249;1.377;120;498;265;1.041;29;235;18;3.873;15;117;615;932;109;187;611;40;187;245;640;16;152;7;5.017;13;265;1.143;1.701;148;62;766;80;311;20;401;13;83;11
1 de enero de 2017;16. Hortaleza;70 a 74 años;8.468;24;671;2.333;2.442;221;220;973;76;365;221;726;20;164;12;3.700;6;222;818;917;124;164;468;26;136;213;471;15;116;4;4.768;18;449;1.515;1.525;97;56;505;50;229;8;255;5;48;8
1 de enero de 2017;16. Hortaleza;75 a 79 años;6.176;61;852;2.125;1.482;152;144;501;32;244;124;344;19;76;20;2.700;12;276;766;616;103;129;247;10;97;117;246;14;58;9;3.476;49;576;1.359;866;49;15;254;22;147;7;98;5;18;11
1 de enero de 2017;16. Hortaleza;80 a 84 años;5.334;99;1.127;2.033;1.053;74;90;337;35;144;43;211;17;56;15;2.126;10;344;744;432;44;74;166;12;59;38;137;15;47;4;3.208;89;783;1.289;621;30;16;171;23;85;5;74;2;9;11
1 de enero de 2017;16. Hortaleza;85 a 89 años;3.233;75;886;1.256;536;35;41;165;16;64;17;95;5;37;5;1.180;11;264;430;189;21;34;73;7;25;16;69;4;34;3;2.053;64;622;826;347;14;7;92;9;39;1;26;1;3;2
1 de enero de 2017;16. Hortaleza;90 a 94 años;1.251;27;393;520;173;10;10;55;4;26;8;12;3;9;1;374;1;86;153;61;6;5;21;1;13;7;9;3;7;1;877;26;307;367;112;4;5;34;3;13;1;3;0;2;0
1 de enero de 2017;16. Hortaleza;95 a 99 años;336;11;109;143;35;4;5;15;2;8;1;1;0;2;0;68;2;23;27;6;1;5;2;0;0;0;0;0;2;0;268;9;86;116;29;3;0;13;2;8;1;1;0;0;0
1 de enero de 2017;16. Hortaleza;100 y más años;56;3;24;20;7;0;0;0;0;1;0;1;0;0;0;7;0;2;3;1;0;0;0;0;0;0;1;0;0;0;49;3;22;17;6;0;0;0;0;1;0;0;0;0;0
